invoice_date,product,region,retailer,sales_method,state,price_per_unit,total,units_sold
"February 18, 2021",Women's Apparel,South,Foot Locker,Outlet,Mississippi,20,32,16
"April 17, 2021",Women's Athletic Footwear,South,Foot Locker,Outlet,Mississippi,16,15,10
"June 18, 2021",Women's Athletic Footwear,South,Foot Locker,Outlet,Mississippi,34,51,15
"March 16, 2021",Women's Athletic Footwear,South,Foot Locker,Outlet,Mississippi,15,13,9
"February 18, 2021",Women's Athletic Footwear,South,Foot Locker,Outlet,Mississippi,19,19,10
"May 16, 2021",Women's Athletic Footwear,South,Foot Locker,Outlet,Mississippi,24,28,12
"May 24, 2021",Women's Athletic Footwear,South,Foot Locker,Outlet,Tennessee,30,225,8
"May 24, 2021",Women's Athletic Footwear,South,Foot Locker,Outlet,Tennessee,22,5,2
"October 25, 2021",Women's Athletic Footwear,South,Foot Locker,Outlet,Texas,28,6,2
"May 16, 2021",Women's Street Footwear,South,Foot Locker,Outlet,Mississippi,26,35,14
"April 17, 2021",Women's Street Footwear,South,Foot Locker,Outlet,Mississippi,11,14,12
"June 18, 2021",Women's Street Footwear,South,Foot Locker,Outlet,Mississippi,33,52,16
"March 16, 2021",Women's Street Footwear,South,Foot Locker,Outlet,Mississippi,11,15,14
"May 23, 2021",Women's Street Footwear,South,Foot Locker,Outlet,Tennessee,25,563,23
"May 23, 2021",Women's Street Footwear,South,Foot Locker,Outlet,Tennessee,19,14,7
"October 24, 2021",Women's Street Footwear,South,Foot Locker,Outlet,Texas,28,20,7
"December 16, 2021",Men's Apparel,South,Sports Direct,Outlet,Mississippi,54,85,16
"November 17, 2021",Men's Apparel,South,Sports Direct,Outlet,Mississippi,59,78,13
"December 16, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Mississippi,44,88,20
"November 17, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Mississippi,15,23,15
"November 17, 2021",Men's Street Footwear,South,Sports Direct,Outlet,Mississippi,22,45,21
"December 16, 2021",Men's Street Footwear,South,Sports Direct,Outlet,Mississippi,48,123,26
"October 18, 2021",Women's Apparel,South,Sports Direct,Outlet,Mississippi,27,44,16
"December 16, 2021",Women's Apparel,South,Sports Direct,Outlet,Mississippi,53,94,18
"November 17, 2021",Women's Apparel,South,Sports Direct,Outlet,Mississippi,51,86,17
"November 17, 2021",Women's Athletic Footwear,South,Sports Direct,Outlet,Mississippi,43,66,15
"December 16, 2021",Women's Athletic Footwear,South,Sports Direct,Outlet,Mississippi,41,59,14
"November 17, 2021",Women's Street Footwear,South,Sports Direct,Outlet,Mississippi,22,26,12
"December 16, 2021",Women's Street Footwear,South,Sports Direct,Outlet,Mississippi,43,68,16
"July 16, 2021",Men's Apparel,South,Walmart,Outlet,Mississippi,46,69,15
"September 16, 2021",Men's Apparel,South,Walmart,Outlet,Mississippi,22,29,13
"October 18, 2021",Men's Apparel,South,Walmart,Outlet,Mississippi,25,26,11
"August 17, 2021",Men's Apparel,South,Walmart,Outlet,Mississippi,35,55,16
"October 18, 2021",Men's Athletic Footwear,South,Walmart,Outlet,Mississippi,17,28,17
"July 16, 2021",Men's Athletic Footwear,South,Walmart,Outlet,Mississippi,42,81,19
"September 16, 2021",Men's Athletic Footwear,South,Walmart,Outlet,Mississippi,33,52,16
"August 17, 2021",Men's Athletic Footwear,South,Walmart,Outlet,Mississippi,44,87,20
"September 16, 2021",Men's Street Footwear,South,Walmart,Outlet,Mississippi,40,93,23
"August 17, 2021",Men's Street Footwear,South,Walmart,Outlet,Mississippi,41,105,26
"October 18, 2021",Men's Street Footwear,South,Walmart,Outlet,Mississippi,24,52,22
"July 16, 2021",Women's Apparel,South,Walmart,Outlet,Mississippi,49,102,21
"August 17, 2021",Women's Apparel,South,Walmart,Outlet,Mississippi,42,87,21
"September 16, 2021",Women's Apparel,South,Walmart,Outlet,Mississippi,26,42,16
"August 17, 2021",Women's Athletic Footwear,South,Walmart,Outlet,Mississippi,32,47,15
"July 16, 2021",Women's Athletic Footwear,South,Walmart,Outlet,Mississippi,33,47,14
"September 16, 2021",Women's Athletic Footwear,South,Walmart,Outlet,Mississippi,16,19,12
"October 18, 2021",Women's Athletic Footwear,South,Walmart,Outlet,Mississippi,20,22,11
"July 16, 2021",Women's Street Footwear,South,Walmart,Outlet,Mississippi,37,62,17
"August 17, 2021",Women's Street Footwear,South,Walmart,Outlet,Mississippi,37,66,18
"September 16, 2021",Women's Street Footwear,South,Walmart,Outlet,Mississippi,15,22,15
"October 18, 2021",Women's Street Footwear,South,Walmart,Outlet,Mississippi,19,23,12
"January 9, 2021",Men's Apparel,Southeast,Foot Locker,Outlet,Georgia,35,86,25
"February 7, 2021",Men's Athletic Footwear,Southeast,Foot Locker,Outlet,Georgia,27,67,25
"January 9, 2021",Men's Athletic Footwear,Southeast,Foot Locker,Outlet,Georgia,30,77,26
"January 9, 2021",Men's Street Footwear,Southeast,Foot Locker,Outlet,Georgia,26,91,35
"February 7, 2021",Men's Street Footwear,Southeast,Foot Locker,Outlet,Georgia,31,117,38
"January 9, 2021",Women's Apparel,Southeast,Foot Locker,Outlet,Georgia,30,84,28
"January 9, 2021",Women's Athletic Footwear,Southeast,Foot Locker,Outlet,Georgia,25,52,21
"February 7, 2021",Women's Street Footwear,Southeast,Foot Locker,Outlet,Georgia,21,52,25
"January 9, 2021",Women's Street Footwear,Southeast,Foot Locker,Outlet,Georgia,24,63,26
"January 19, 2021",Men's Apparel,Southeast,Sports Direct,Outlet,Virginia,30,42,14
"February 17, 2021",Men's Athletic Footwear,Southeast,Sports Direct,Outlet,Virginia,27,41,15
"January 19, 2021",Men's Athletic Footwear,Southeast,Sports Direct,Outlet,Virginia,28,52,19
"January 19, 2021",Men's Street Footwear,Southeast,Sports Direct,Outlet,Virginia,23,54,23
"February 17, 2021",Men's Street Footwear,Southeast,Sports Direct,Outlet,Virginia,26,67,26
"January 19, 2021",Women's Apparel,Southeast,Sports Direct,Outlet,Virginia,25,48,19
"January 19, 2021",Women's Athletic Footwear,Southeast,Sports Direct,Outlet,Virginia,21,29,14
"January 19, 2021",Women's Street Footwear,Southeast,Sports Direct,Outlet,Virginia,18,32,18
"February 17, 2021",Women's Street Footwear,Southeast,Sports Direct,Outlet,Virginia,17,29,17
"January 12, 2021",Men's Apparel,Southeast,West Gear,Outlet,Florida,36,69,19
"January 12, 2021",Men's Athletic Footwear,Southeast,West Gear,Outlet,Florida,36,80,22
"February 10, 2021",Men's Athletic Footwear,Southeast,West Gear,Outlet,Florida,31,51,17
"February 10, 2021",Men's Street Footwear,Southeast,West Gear,Outlet,Florida,36,104,29
"January 12, 2021",Men's Street Footwear,Southeast,West Gear,Outlet,Florida,30,82,27
"January 12, 2021",Women's Apparel,Southeast,West Gear,Outlet,Florida,35,77,22
"January 12, 2021",Women's Athletic Footwear,Southeast,West Gear,Outlet,Florida,30,51,17
"January 12, 2021",Women's Street Footwear,Southeast,West Gear,Outlet,Florida,26,53,20
"February 10, 2021",Women's Street Footwear,Southeast,West Gear,Outlet,Florida,23,47,20
"June 1, 2021",Men's Athletic Footwear,West,Foot Locker,Outlet,California,31,28,9
"May 31, 2021",Men's Street Footwear,West,Foot Locker,Outlet,California,36,53,15
"June 3, 2021",Women's Athletic Footwear,West,Foot Locker,Outlet,California,27,11,4
"June 2, 2021",Women's Street Footwear,West,Foot Locker,Outlet,California,24,23,9
"June 11, 2021",Men's Apparel,West,West Gear,Outlet,Utah,24,32,13
"November 11, 2021",Men's Apparel,West,West Gear,Outlet,Utah,28,34,12
"July 10, 2021",Men's Apparel,West,West Gear,Outlet,Utah,28,39,14
"October 11, 2021",Men's Apparel,West,West Gear,Outlet,Utah,20,17,9
"August 11, 2021",Men's Apparel,West,West Gear,Outlet,Utah,23,25,11
"April 11, 2021",Men's Apparel,West,West Gear,Outlet,Utah,24,21,9
"March 10, 2021",Men's Apparel,West,West Gear,Outlet,Utah,28,25,9
"September 12, 2021",Men's Apparel,West,West Gear,Outlet,Utah,16,18,11
"December 10, 2021",Men's Apparel,West,West Gear,Outlet,Utah,27,33,12
"February 11, 2021",Men's Apparel,West,West Gear,Outlet,Utah,28,34,12
"May 12, 2021",Men's Apparel,West,West Gear,Outlet,Utah,29,26,9
"April 11, 2021",Men's Athletic Footwear,West,West Gear,Outlet,Utah,20,22,11
"September 12, 2021",Men's Athletic Footwear,West,West Gear,Outlet,Utah,19,30,16
"November 11, 2021",Men's Athletic Footwear,West,West Gear,Outlet,Utah,14,19,14
"July 10, 2021",Men's Athletic Footwear,West,West Gear,Outlet,Utah,20,36,18
"October 11, 2021",Men's Athletic Footwear,West,West Gear,Outlet,Utah,14,18,13
"June 11, 2021",Men's Athletic Footwear,West,West Gear,Outlet,Utah,18,24,13
"March 10, 2021",Men's Athletic Footwear,West,West Gear,Outlet,Utah,22,23,11
"May 12, 2021",Men's Athletic Footwear,West,West Gear,Outlet,Utah,22,28,13
"December 10, 2021",Men's Athletic Footwear,West,West Gear,Outlet,Utah,22,37,17
"August 11, 2021",Men's Athletic Footwear,West,West Gear,Outlet,Utah,28,50,18
"March 10, 2021",Men's Street Footwear,West,West Gear,Outlet,Utah,20,46,23
"June 11, 2021",Men's Street Footwear,West,West Gear,Outlet,Utah,21,44,21
"November 11, 2021",Men's Street Footwear,West,West Gear,Outlet,Utah,22,36,17
"May 12, 2021",Men's Street Footwear,West,West Gear,Outlet,Utah,27,62,23
"July 10, 2021",Men's Street Footwear,West,West Gear,Outlet,Utah,28,69,25
"September 12, 2021",Men's Street Footwear,West,West Gear,Outlet,Utah,23,52,23
"April 11, 2021",Men's Street Footwear,West,West Gear,Outlet,Utah,20,39,19
"December 10, 2021",Men's Street Footwear,West,West Gear,Outlet,Utah,29,67,23
"October 11, 2021",Men's Street Footwear,West,West Gear,Outlet,Utah,24,48,20
"August 11, 2021",Men's Street Footwear,West,West Gear,Outlet,Utah,27,67,25
"April 11, 2021",Women's Apparel,West,West Gear,Outlet,Utah,20,27,14
"December 10, 2021",Women's Apparel,West,West Gear,Outlet,Utah,29,49,17
"October 11, 2021",Women's Apparel,West,West Gear,Outlet,Utah,25,35,14
"June 11, 2021",Women's Apparel,West,West Gear,Outlet,Utah,32,61,19
"February 11, 2021",Women's Apparel,West,West Gear,Outlet,Utah,18,27,15
"July 10, 2021",Women's Apparel,West,West Gear,Outlet,Utah,32,65,20
"November 11, 2021",Women's Apparel,West,West Gear,Outlet,Utah,35,55,16
"September 12, 2021",Women's Apparel,West,West Gear,Outlet,Utah,18,24,13
"March 10, 2021",Women's Apparel,West,West Gear,Outlet,Utah,21,29,14
"August 11, 2021",Women's Apparel,West,West Gear,Outlet,Utah,27,50,18
"May 12, 2021",Women's Apparel,West,West Gear,Outlet,Utah,32,41,13
"November 11, 2021",Women's Athletic Footwear,West,West Gear,Outlet,Utah,15,19,12
"February 11, 2021",Women's Athletic Footwear,West,West Gear,Outlet,Utah,16,15,9
"March 10, 2021",Women's Athletic Footwear,West,West Gear,Outlet,Utah,20,15,8
"December 10, 2021",Women's Athletic Footwear,West,West Gear,Outlet,Utah,22,30,14
"June 11, 2021",Women's Athletic Footwear,West,West Gear,Outlet,Utah,13,17,13
"May 12, 2021",Women's Athletic Footwear,West,West Gear,Outlet,Utah,19,18,9
"April 11, 2021",Women's Athletic Footwear,West,West Gear,Outlet,Utah,14,11,8
"September 12, 2021",Women's Athletic Footwear,West,West Gear,Outlet,Utah,7,8,11
"October 11, 2021",Women's Athletic Footwear,West,West Gear,Outlet,Utah,13,12,9
"August 11, 2021",Women's Athletic Footwear,West,West Gear,Outlet,Utah,14,17,12
"July 10, 2021",Women's Athletic Footwear,West,West Gear,Outlet,Utah,16,20,13
"June 11, 2021",Women's Street Footwear,West,West Gear,Outlet,Utah,13,17,13
"December 10, 2021",Women's Street Footwear,West,West Gear,Outlet,Utah,20,31,15
"May 12, 2021",Women's Street Footwear,West,West Gear,Outlet,Utah,19,21,11
"March 10, 2021",Women's Street Footwear,West,West Gear,Outlet,Utah,16,22,14
"July 10, 2021",Women's Street Footwear,West,West Gear,Outlet,Utah,19,30,16
"April 11, 2021",Women's Street Footwear,West,West Gear,Outlet,Utah,10,11,11
"October 11, 2021",Women's Street Footwear,West,West Gear,Outlet,Utah,13,12,9
"August 11, 2021",Women's Street Footwear,West,West Gear,Outlet,Utah,23,36,16
"September 12, 2021",Women's Street Footwear,West,West Gear,Outlet,Utah,7,7,11
"November 11, 2021",Women's Street Footwear,West,West Gear,Outlet,Utah,14,15,11
"March 17, 2021",Men's Apparel,West,Kohl's,Outlet,California,40,56,14
"May 23, 2021",Men's Apparel,West,Kohl's,Outlet,California,46,94,20
"March 23, 2021",Men's Apparel,West,Kohl's,Outlet,California,36,46,13
"March 11, 2021",Men's Apparel,West,Kohl's,Outlet,California,36,56,16
"April 17, 2021",Men's Apparel,West,Kohl's,Outlet,California,38,53,14
"April 29, 2021",Men's Apparel,West,Kohl's,Outlet,California,38,85,22
"April 23, 2021",Men's Apparel,West,Kohl's,Outlet,California,39,64,17
"April 11, 2021",Men's Apparel,West,Kohl's,Outlet,California,38,57,15
"May 29, 2021",Men's Apparel,West,Kohl's,Outlet,California,43,94,22
"May 5, 2021",Men's Apparel,West,Kohl's,Outlet,California,43,99,23
"May 11, 2021",Men's Apparel,West,Kohl's,Outlet,California,44,86,20
"May 17, 2021",Men's Apparel,West,Kohl's,Outlet,California,46,97,21
"May 8, 2021",Men's Athletic Footwear,West,Kohl's,Outlet,California,39,103,26
"March 20, 2021",Men's Athletic Footwear,West,Kohl's,Outlet,California,36,82,23
"May 26, 2021",Men's Athletic Footwear,West,Kohl's,Outlet,California,42,121,29
"April 8, 2021",Men's Athletic Footwear,West,Kohl's,Outlet,California,34,71,21
"April 26, 2021",Men's Athletic Footwear,West,Kohl's,Outlet,California,37,101,27
"April 14, 2021",Men's Athletic Footwear,West,Kohl's,Outlet,California,34,75,22
"April 20, 2021",Men's Athletic Footwear,West,Kohl's,Outlet,California,35,79,23
"May 20, 2021",Men's Athletic Footwear,West,Kohl's,Outlet,California,42,111,26
"May 14, 2021",Men's Athletic Footwear,West,Kohl's,Outlet,California,43,114,26
"March 14, 2021",Men's Athletic Footwear,West,Kohl's,Outlet,California,30,65,22
"May 2, 2021",Men's Athletic Footwear,West,Kohl's,Outlet,California,41,108,26
"February 18, 2021",Men's Athletic Footwear,West,Kohl's,Outlet,California,35,78,22
"March 19, 2021",Men's Street Footwear,West,Kohl's,Outlet,California,24,63,26
"April 19, 2021",Men's Street Footwear,West,Kohl's,Outlet,California,36,107,30
"May 1, 2021",Men's Street Footwear,West,Kohl's,Outlet,California,36,110,31
"March 13, 2021",Men's Street Footwear,West,Kohl's,Outlet,California,28,67,24
"April 7, 2021",Men's Street Footwear,West,Kohl's,Outlet,California,31,77,25
"May 7, 2021",Men's Street Footwear,West,Kohl's,Outlet,California,38,110,29
"May 25, 2021",Men's Street Footwear,West,Kohl's,Outlet,California,39,123,32
"May 19, 2021",Men's Street Footwear,West,Kohl's,Outlet,California,40,109,27
"April 25, 2021",Men's Street Footwear,West,Kohl's,Outlet,California,30,86,29
"April 13, 2021",Men's Street Footwear,West,Kohl's,Outlet,California,32,77,24
"May 13, 2021",Men's Street Footwear,West,Kohl's,Outlet,California,36,92,26
"February 17, 2021",Men's Street Footwear,West,Kohl's,Outlet,California,26,58,22
"April 18, 2021",Women's Apparel,West,Kohl's,Outlet,California,43,89,21
"April 24, 2021",Women's Apparel,West,Kohl's,Outlet,California,48,127,26
"May 12, 2021",Women's Apparel,West,Kohl's,Outlet,California,49,103,21
"March 12, 2021",Women's Apparel,West,Kohl's,Outlet,California,29,61,21
"April 6, 2021",Women's Apparel,West,Kohl's,Outlet,California,33,64,19
"May 6, 2021",Women's Apparel,West,Kohl's,Outlet,California,46,96,21
"April 30, 2021",Women's Apparel,West,Kohl's,Outlet,California,51,114,22
"May 18, 2021",Women's Apparel,West,Kohl's,Outlet,California,46,96,21
"May 24, 2021",Women's Apparel,West,Kohl's,Outlet,California,49,117,24
"May 30, 2021",Women's Apparel,West,Kohl's,Outlet,California,44,102,23
"March 18, 2021",Women's Apparel,West,Kohl's,Outlet,California,32,67,21
"April 12, 2021",Women's Apparel,West,Kohl's,Outlet,California,49,97,20
"April 22, 2021",Women's Athletic Footwear,West,Kohl's,Outlet,California,32,62,19
"April 10, 2021",Women's Athletic Footwear,West,Kohl's,Outlet,California,31,54,17
"April 16, 2021",Women's Athletic Footwear,West,Kohl's,Outlet,California,33,64,19
"May 4, 2021",Women's Athletic Footwear,West,Kohl's,Outlet,California,36,80,22
"March 22, 2021",Women's Athletic Footwear,West,Kohl's,Outlet,California,36,63,18
"April 28, 2021",Women's Athletic Footwear,West,Kohl's,Outlet,California,29,66,23
"May 28, 2021",Women's Athletic Footwear,West,Kohl's,Outlet,California,35,78,22
"May 10, 2021",Women's Athletic Footwear,West,Kohl's,Outlet,California,39,76,20
"March 16, 2021",Women's Athletic Footwear,West,Kohl's,Outlet,California,34,61,18
"May 16, 2021",Women's Athletic Footwear,West,Kohl's,Outlet,California,33,70,21
"May 22, 2021",Women's Athletic Footwear,West,Kohl's,Outlet,California,33,73,22
"March 10, 2021",Women's Athletic Footwear,West,Kohl's,Outlet,California,33,60,18
"May 15, 2021",Women's Street Footwear,West,Kohl's,Outlet,California,33,69,21
"March 15, 2021",Women's Street Footwear,West,Kohl's,Outlet,California,33,74,22
"April 21, 2021",Women's Street Footwear,West,Kohl's,Outlet,California,35,82,23
"May 3, 2021",Women's Street Footwear,West,Kohl's,Outlet,California,34,79,23
"April 15, 2021",Women's Street Footwear,West,Kohl's,Outlet,California,36,77,22
"May 9, 2021",Women's Street Footwear,West,Kohl's,Outlet,California,38,80,21
"March 21, 2021",Women's Street Footwear,West,Kohl's,Outlet,California,33,73,22
"April 27, 2021",Women's Street Footwear,West,Kohl's,Outlet,California,33,79,24
"May 21, 2021",Women's Street Footwear,West,Kohl's,Outlet,California,35,78,22
"May 27, 2021",Women's Street Footwear,West,Kohl's,Outlet,California,39,90,23
"April 9, 2021",Women's Street Footwear,West,Kohl's,Outlet,California,38,78,21
"March 9, 2021",Women's Street Footwear,West,Kohl's,Outlet,California,36,78,22
"August 2, 2021",Men's Athletic Footwear,Midwest,Sports Direct,Outlet,Nebraska,30,"2,025",68
"August 1, 2021",Men's Street Footwear,Midwest,Sports Direct,Outlet,Nebraska,20,"1,350",68
"August 4, 2021",Women's Athletic Footwear,Midwest,Sports Direct,Outlet,Nebraska,35,"1,663",48
"August 3, 2021",Women's Street Footwear,Midwest,Sports Direct,Outlet,Nebraska,30,"1,425",48
"July 20, 2020",Men's Athletic Footwear,Northeast,Sports Direct,Outlet,New York,26,70,27
"July 19, 2020",Men's Street Footwear,Northeast,Sports Direct,Outlet,New York,20,54,27
"July 22, 2020",Women's Athletic Footwear,Northeast,Sports Direct,Outlet,New York,27,57,21
"July 21, 2020",Women's Street Footwear,Northeast,Sports Direct,Outlet,New York,27,64,24
"January 5, 2021",Men's Apparel,South,Foot Locker,Outlet,Louisiana,28,31,11
"February 4, 2021",Men's Athletic Footwear,South,Foot Locker,Outlet,Louisiana,28,50,18
"January 5, 2021",Men's Athletic Footwear,South,Foot Locker,Outlet,Louisiana,20,42,21
"February 4, 2021",Men's Street Footwear,South,Foot Locker,Outlet,Louisiana,18,36,20
"January 5, 2021",Men's Street Footwear,South,Foot Locker,Outlet,Louisiana,14,31,22
"January 5, 2021",Women's Athletic Footwear,South,Foot Locker,Outlet,Louisiana,26,43,17
"February 4, 2021",Women's Street Footwear,South,Foot Locker,Outlet,Louisiana,28,36,13
"January 5, 2021",Women's Street Footwear,South,Foot Locker,Outlet,Louisiana,21,34,16
"December 19, 2021",Men's Apparel,South,Kohl's,Outlet,Oklahoma,55,54,10
"November 20, 2021",Men's Apparel,South,Kohl's,Outlet,Oklahoma,60,51,9
"January 16, 2021",Men's Apparel,South,Kohl's,Outlet,Oklahoma,28,25,9
"November 20, 2021",Men's Athletic Footwear,South,Kohl's,Outlet,Oklahoma,11,11,10
"January 16, 2021",Men's Athletic Footwear,South,Kohl's,Outlet,Oklahoma,16,17,11
"December 19, 2021",Men's Athletic Footwear,South,Kohl's,Outlet,Oklahoma,47,70,15
"February 14, 2021",Men's Athletic Footwear,South,Kohl's,Outlet,Oklahoma,17,13,8
"January 16, 2021",Men's Street Footwear,South,Kohl's,Outlet,Oklahoma,17,30,18
"February 14, 2021",Men's Street Footwear,South,Kohl's,Outlet,Oklahoma,18,37,20
"December 19, 2021",Men's Street Footwear,South,Kohl's,Outlet,Oklahoma,55,110,20
"November 20, 2021",Men's Street Footwear,South,Kohl's,Outlet,Oklahoma,16,27,17
"January 16, 2021",Women's Apparel,South,Kohl's,Outlet,Oklahoma,17,20,12
"December 19, 2021",Women's Apparel,South,Kohl's,Outlet,Oklahoma,51,65,13
"November 20, 2021",Women's Apparel,South,Kohl's,Outlet,Oklahoma,60,77,13
"October 21, 2021",Women's Apparel,South,Kohl's,Outlet,Oklahoma,22,22,10
"January 16, 2021",Women's Athletic Footwear,South,Kohl's,Outlet,Oklahoma,16,11,7
"December 19, 2021",Women's Athletic Footwear,South,Kohl's,Outlet,Oklahoma,45,51,11
"November 20, 2021",Women's Athletic Footwear,South,Kohl's,Outlet,Oklahoma,37,33,9
"February 14, 2021",Women's Street Footwear,South,Kohl's,Outlet,Oklahoma,11,10,9
"January 16, 2021",Women's Street Footwear,South,Kohl's,Outlet,Oklahoma,12,14,12
"November 20, 2021",Women's Street Footwear,South,Kohl's,Outlet,Oklahoma,19,15,8
"December 19, 2021",Women's Street Footwear,South,Kohl's,Outlet,Oklahoma,44,58,13
"August 11, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,40,"1,000",25
"August 5, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,40,"1,300",33
"August 11, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,29,25,9
"August 23, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,25,688,28
"August 17, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,40,"1,000",25
"August 29, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,50,"2,000",40
"September 4, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,50,"2,500",50
"August 5, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,31,35,11
"August 23, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,19,17,9
"August 29, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,39,51,13
"September 28, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,30,900,30
"September 22, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,45,"1,575",35
"October 4, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,50,"2,125",43
"September 10, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,50,"2,625",53
"September 16, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,55,"2,338",43
"October 10, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,60,"3,000",50
"August 17, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,28,25,9
"September 4, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,38,63,17
"October 10, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,40,62,16
"September 22, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,35,41,12
"October 4, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,37,55,15
"September 28, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,22,23,11
"September 16, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,42,59,14
"September 10, 2021",Men's Apparel,South,Sports Direct,Outlet,Alabama,35,63,18
"January 23, 2021",Men's Apparel,South,Sports Direct,Outlet,Mississippi,26,32,12
"March 20, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,29,27,9
"March 14, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,30,37,12
"April 1, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,20,21,11
"April 13, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,30,45,15
"May 19, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,55,"2,750",50
"March 26, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,27,24,9
"April 7, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,33,44,13
"May 1, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,39,47,12
"May 7, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,28,31,11
"April 19, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,33,60,18
"April 25, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,35,50,14
"May 13, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,43,60,14
"May 19, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,38,61,16
"August 15, 2021",Men's Apparel,South,Sports Direct,Outlet,Texas,26,29,11
"August 21, 2021",Men's Apparel,South,Sports Direct,Outlet,Texas,26,24,9
"September 2, 2021",Men's Apparel,South,Sports Direct,Outlet,Texas,26,28,11
"September 8, 2021",Men's Apparel,South,Sports Direct,Outlet,Texas,38,58,15
"August 27, 2021",Men's Apparel,South,Sports Direct,Outlet,Texas,29,28,10
"September 14, 2021",Men's Apparel,South,Sports Direct,Outlet,Texas,40,60,15
"October 20, 2021",Men's Apparel,South,Sports Direct,Outlet,Texas,47,79,17
"September 20, 2021",Men's Apparel,South,Sports Direct,Outlet,Texas,39,72,18
"October 14, 2021",Men's Apparel,South,Sports Direct,Outlet,Texas,46,75,16
"October 8, 2021",Men's Apparel,South,Sports Direct,Outlet,Texas,30,38,13
"October 2, 2021",Men's Apparel,South,Sports Direct,Outlet,Texas,37,55,15
"September 26, 2021",Men's Apparel,South,Sports Direct,Outlet,Texas,43,68,16
"August 4, 2020",Men's Apparel,South,Sports Direct,Outlet,Texas,35,54,16
"July 29, 2020",Men's Apparel,South,Sports Direct,Outlet,Texas,28,45,16
"July 23, 2020",Men's Apparel,South,Sports Direct,Outlet,Texas,26,46,18
"August 8, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,35,"2,100",60
"August 8, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,26,50,19
"August 20, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,20,"1,300",65
"August 26, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,20,"1,450",73
"August 14, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,40,"2,500",63
"September 1, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,50,"3,750",75
"August 20, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,16,32,20
"August 14, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,32,62,19
"September 1, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,35,82,23
"August 26, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,16,35,22
"October 1, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,20,"1,250",63
"September 25, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,30,"1,575",53
"September 7, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,50,"4,125",83
"September 19, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,55,"3,163",58
"September 13, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,55,"4,125",75
"October 7, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,60,"4,650",78
"October 1, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,14,28,20
